****Global Input****
(464:71753)
(1169:56936)
(1323:147743)
(1475:74250)
(1565:84273)
(1576:122658)

****Global Output****
(400:45481)
(515:20011)

****Biased tasks****
task(id(277);cost(68);duration(12);in([[464:71753]#[1475:74250]]);out([[1260:130110]#[1388:116326]]);mutual_exclusions([]))
task(id(165);cost(72);duration(51);in([[1260:2033]]);out([[63:113561]#[598:89126]#[1175:144351]#[1318:33330]]);mutual_exclusions([]))
task(id(222);cost(43);duration(17);in([[598:44]#[1260:2033]]);out([[1391:30059]#[1515:133474]]);mutual_exclusions([]))
task(id(144);cost(64);duration(34);in([[1391:15030]]);out([[366:108023]#[639:118990]#[661:117191]]);mutual_exclusions([]))
task(id(294);cost(65);duration(33);in([[639:14874]]);out([[507:15631]#[600:16318]]);mutual_exclusions([]))
task(id(177);cost(32);duration(26);in([[366:53]#[600:1020]]);out([[316:48295]#[781:97063]#[1457:74767]#[1650:35967]]);mutual_exclusions([]))
task(id(286);cost(58);duration(27);in([[781:6066]]);out([[439:25331]#[1004:58210]#[1157:109223]]);mutual_exclusions([]))
task(id(17);cost(94);duration(17);in([[366:54012]#[600:1]#[1004:58210]]);out([[454:146178]#[691:35522]#[724:122080]]);mutual_exclusions([]))
task(id(134);cost(48);duration(18);in([[454:18272]#[781:12133]#[1515:33]]);out([[374:61551]#[1171:69712]#[1477:104390]]);mutual_exclusions([]))
task(id(62);cost(20);duration(54);in([[598:5570]#[1157:6826]#[1477:50]]);out([[456:31108]#[501:58467]#[1088:48262]#[1121:115124]]);mutual_exclusions([]))
task(id(242);cost(90);duration(57);in([[374:240]#[1121:3598]]);out([[771:135552]#[946:31703]#[1166:87623]]);mutual_exclusions([]))
task(id(37);cost(49);duration(19);in([[771:265]#[1121:14390]#[1515:130]]);out([[728:123243]#[1290:116603]#[1387:30156]]);mutual_exclusions([]))
task(id(263);cost(65);duration(20);in([[374:30]#[600:127]#[728:30811]]);out([[100:102730]#[506:90783]]);mutual_exclusions([]))
task(id(143);cost(100);duration(37);in([[100:100]#[598:44]#[946:15852]]);out([[157:129272]#[1349:28539]]);mutual_exclusions([]))
task(id(147);cost(41);duration(45);in([[100:1605]#[157:2020]#[454:73089]#[598:22281]#[639:116]]);out([[931:16614]#[1025:45855]]);mutual_exclusions([]))
task(id(16);cost(71);duration(48);in([[1025:1]#[1515:8342]]);out([[897:121837]#[954:106961]]);mutual_exclusions([]))
task(id(188);cost(100);duration(45);in([[439:792]#[897:4]]);out([[900:48041]#[960:51413]#[1077:93436]]);mutual_exclusions([]))
task(id(71);cost(32);duration(24);in([[439:25]#[781:190]#[1077:23359]#[1260:508]]);out([[194:51431]#[856:52342]#[1508:58871]#[1610:73669]]);mutual_exclusions([]))
task(id(96);cost(81);duration(30);in([[374:962]#[639:14]#[856:204]#[897:1]]);out([[370:25038]#[955:93052]]);mutual_exclusions([]))
task(id(228);cost(17);duration(10);in([[100:13]#[157:1]#[946:495]#[955:11632]]);out([[123:16715]#[623:114068]]);mutual_exclusions([]))
task(id(219);cost(57);duration(14);in([[100:1]#[316:377]#[454:4568]#[623:7]#[771:132]#[897:119]#[1025:45]#[1157:213]#[1175:2255]#[1515:2]]);out([[833:30965]#[1611:48479]]);mutual_exclusions([]))
task(id(292);cost(37);duration(16);in([[374:481]#[600:2]#[781:48531]#[1077:46718]#[1611:47]]);out([[302:121947]#[1143:79048]#[1437:131907]]);mutual_exclusions([]))
task(id(20);cost(79);duration(27);in([[598:696]#[1437:16488]#[1610:2302]]);out([[395:80640]#[1541:114226]#[1629:46354]]);mutual_exclusions([]))
task(id(169);cost(79);duration(59);in([[100:25682]#[507:7815]#[771:1059]#[1157:3413]#[1515:33369]#[1541:1785]]);out([[98:88383]#[742:49391]#[1055:85750]]);mutual_exclusions([]))
task(id(1);cost(80);duration(28);in([[366:105]#[374:60]#[506:90783]#[600:64]#[742:12348]#[781:1517]#[900:6005]#[955:23263]#[1025:22]#[1515:16684]]);out([[320:49662]#[324:110756]#[1232:53846]]);mutual_exclusions([]))
task(id(179);cost(21);duration(57);in([[320:1552]#[1157:107]#[1611:3030]]);out([[637:96807]#[770:78082]#[919:121769]]);mutual_exclusions([]))
task(id(142);cost(90);duration(28);in([[439:12666]#[600:1020]#[770:19521]#[856:26171]#[946:61]#[1515:8342]#[1629:23177]]);out([[743:94292]#[1601:107968]]);mutual_exclusions([]))
task(id(206);cost(29);duration(49);in([[123:16715]#[320:3104]#[728:1926]#[771:530]#[900:375]#[955:363]#[1601:26992]]);out([[113:29453]#[651:137073]#[665:27257]]);mutual_exclusions([]))
task(id(261);cost(57);duration(16);in([[623:1782]#[651:1070]#[1088:24131]]);out([[550:24681]#[1048:26140]#[1101:77726]#[1134:136323]]);mutual_exclusions([]))
task(id(3);cost(89);duration(34);in([[98:11048]#[1134:68161]#[1477:52195]]);out([[1073:54277]#[1256:70187]]);mutual_exclusions([]))
task(id(122);cost(36);duration(47);in([[98:1380]#[439:1583]#[1256:35093]#[1260:32]]);out([[542:100685]#[1041:76339]]);mutual_exclusions([]))
task(id(109);cost(84);duration(31);in([[542:25171]#[743:94292]#[1048:6535]#[1387:15078]#[1515:2086]]);out([[310:38097]#[643:32318]#[1301:106243]]);mutual_exclusions([]))
task(id(77);cost(20);duration(51);in([[157:1010]#[374:7694]#[542:6293]#[600:510]#[954:53481]#[1301:208]]);out([[192:45023]#[941:107944]#[1590:120402]]);mutual_exclusions([]))
task(id(29);cost(85);duration(32);in([[320:194]#[643:31]#[742:1543]#[955:6]#[1590:7525]#[1629:11589]]);out([[916:129346]#[1372:120577]#[1595:107766]]);mutual_exclusions([]))
task(id(269);cost(48);duration(32);in([[639:29748]#[897:1904]#[916:1010]#[941:107944]#[955:1]#[1157:853]#[1256:274]#[1611:379]]);out([[36:61982]#[155:84405]#[776:48282]#[889:37812]]);mutual_exclusions([]))
task(id(47);cost(79);duration(11);in([[155:5275]#[157:32]#[192:2814]#[439:12]#[454:286]#[600:32]#[1477:204]]);out([[377:63744]#[920:16627]#[1227:47721]#[1496:76827]]);mutual_exclusions([]))
task(id(229);cost(38);duration(53);in([[157:32318]#[320:24831]#[366:211]#[598:44563]#[897:59]#[920:16627]#[1611:3]]);out([[1084:51298]#[1142:112279]#[1286:115099]]);mutual_exclusions([]))
task(id(159);cost(33);duration(16);in([[155:10551]#[771:67776]#[900:24021]#[1025:6]#[1084:25649]#[1227:373]#[1515:1043]]);out([[74:43874]#[423:48340]#[448:88283]]);mutual_exclusions([]))
task(id(23);cost(22);duration(10);in([[324:3461]#[448:22071]#[639:232]#[1477:13049]]);out([[714:91539]#[904:72518]#[1410:75767]#[1596:101992]]);mutual_exclusions([]))
task(id(251);cost(61);duration(57);in([[157:63]#[374:3847]#[665:425]#[955:23]#[1025:179]#[1301:53122]#[1596:399]#[1610:144]]);out([[994:96580]#[1185:23482]]);mutual_exclusions([]))
task(id(166);cost(68);duration(22);in([[74:686]#[100:201]#[374:15388]#[598:87]#[623:3565]#[955:2908]#[994:1509]#[1496:601]#[1629:23]]);out([[1406:91341]#[1445:129186]]);mutual_exclusions([]))
task(id(8);cost(22);duration(54);in([[100:401]#[157:4040]#[600:4079]#[661:117191]#[1301:26561]#[1445:32]]);out([[394:127556]#[857:77349]#[1079:119187]]);mutual_exclusions([]))
task(id(284);cost(81);duration(36);in([[857:2417]#[1171:69712]]);out([[1346:96613]#[1447:112087]]);mutual_exclusions([]))
task(id(158);cost(96);duration(38);in([[639:15]#[833:15483]#[897:15230]#[1157:27]#[1447:876]]);out([[276:128988]#[1357:125627]#[1408:58859]]);mutual_exclusions([]))
task(id(79);cost(26);duration(21);in([[276:64494]#[439:396]#[856:1636]#[1410:592]#[1515:33368]#[1601:843]]);out([[168:71994]#[981:80719]#[1533:89335]]);mutual_exclusions([]))
task(id(102);cost(84);duration(18);in([[168:35997]#[897:2]#[1508:58871]#[1601:1687]]);out([[555:110115]#[938:127435]]);mutual_exclusions([]))
task(id(184);cost(47);duration(37);in([[157:505]#[550:24681]#[643:4040]#[856:409]#[938:15929]#[1387:235]#[1410:18942]]);out([[503:77456]#[1413:139706]#[1498:38008]]);mutual_exclusions([]))
task(id(218);cost(30);duration(21);in([[1157:53]#[1260:1]#[1498:4751]#[1601:211]#[1611:12]#[1629:22]]);out([[626:86616]#[1047:107750]]);mutual_exclusions([]))
task(id(32);cost(37);duration(18);in([[74:1371]#[276:2015]#[439:99]#[897:7615]#[994:377]#[1047:13]#[1457:74767]#[1595:1684]#[1610:36834]#[1629:1449]]);out([[753:103726]#[1009:92570]#[1540:86703]]);mutual_exclusions([]))
task(id(226);cost(59);duration(20);in([[157:16159]#[320:12416]#[665:6814]#[753:810]#[919:951]]);out([[287:37696]#[769:95669]#[1261:148228]#[1552:101250]]);mutual_exclusions([]))
task(id(133);cost(100);duration(24);in([[100:3210]#[598:174]#[600:255]#[753:810]#[919:1903]#[955:91]#[981:80719]#[1025:1]#[1261:1158]#[1498:2375]]);out([[128:46748]#[325:101573]#[1514:50331]]);mutual_exclusions([]))
task(id(160);cost(70);duration(12);in([[316:6037]#[320:6208]#[325:50787]#[394:15945]#[1025:1433]#[1047:7]#[1175:72175]#[1256:2193]#[1410:2368]#[1445:32296]]);out([[842:85904]#[1158:109390]#[1619:148523]]);mutual_exclusions([]))
task(id(44);cost(70);duration(29);in([[155:2638]#[454:36545]#[623:4]#[1158:109390]#[1261:74114]#[1477:102]#[1515:1]]);out([[193:59768]#[301:34655]#[489:89412]#[1222:71273]]);mutual_exclusions([]))
task(id(161);cost(28);duration(47);in([[193:3735]#[366:1688]#[623:14]#[643:2020]#[776:755]#[897:15229]#[916:4042]#[1601:105]#[1610:288]]);out([[96:36547]#[532:19433]#[608:116693]#[690:117175]]);mutual_exclusions([]))
task(id(104);cost(49);duration(50);in([[98:22096]#[157:8]#[501:58467]#[690:14647]#[954:53480]#[1009:92570]#[1084:12825]#[1408:1839]#[1601:6748]#[1611:24]]);out([[721:134453]#[1181:35523]]);mutual_exclusions([]))
task(id(279);cost(80);duration(14);in([[721:8403]#[771:4236]#[781:379]#[931:8307]#[1286:7194]#[1515:1]#[1601:53]#[1610:18417]]);out([[334:144610]#[1482:138039]#[1558:131485]]);mutual_exclusions([]))
