****Global Input****
(62:5832)
(129:27930)
(268:6919)
(270:11330)
(335:3065)
(345:8203)

****Global Output****
(334:6573)
(374:5732)

****Biased tasks****
task(id(39);cost(71);duration(18);in([[62:5832]#[129:27930]#[268:6919]#[270:11330]#[335:3065]#[345:8203]]);out([[13:23716]#[83:20005]#[162:15544]#[207:5295]#[232:12826]#[344:13065]]);mutual_exclusions([]))
task(id(277);cost(75);duration(23);in([[162:15544]]);out([[243:14107]#[359:15635]#[380:7846]#[387:29788]]);mutual_exclusions([]))
task(id(12);cost(100);duration(55);in([[380:7846]]);out([[11:14715]#[80:14390]#[94:8994]#[171:28627]#[217:28951]#[237:21788]]);mutual_exclusions([]))
task(id(48);cost(59);duration(20);in([[94:8994]#[207:5295]]);out([[150:17969]#[173:16278]#[224:18583]#[295:29794]]);mutual_exclusions([]))
task(id(94);cost(84);duration(39);in([[150:4493]]);out([[95:9180]#[174:3116]#[182:26159]#[251:15404]#[285:12128]]);mutual_exclusions([]))
task(id(111);cost(51);duration(14);in([[83:20005]#[174:1558]]);out([[100:7468]#[158:19447]#[204:19734]#[211:9421]#[281:5017]#[378:13629]]);mutual_exclusions([]))
task(id(68);cost(55);duration(26);in([[80:7195]#[281:5017]]);out([[190:22545]#[259:9459]#[356:24837]#[386:26309]]);mutual_exclusions([]))
task(id(95);cost(60);duration(35);in([[217:14475]#[386:13154]]);out([[23:4170]#[36:27673]#[279:16468]#[287:10250]#[316:19910]#[319:25867]]);mutual_exclusions([]))
task(id(201);cost(17);duration(45);in([[279:16468]#[387:14894]]);out([[60:13978]#[248:11559]#[254:16174]#[318:26019]#[372:23711]]);mutual_exclusions([]))
task(id(153);cost(65);duration(11);in([[60:13978]#[80:7195]#[295:14897]]);out([[21:21019]#[125:27614]#[198:3934]#[338:21472]#[346:19104]#[385:16472]]);mutual_exclusions([]))
task(id(77);cost(52);duration(57);in([[338:21472]]);out([[67:29285]#[74:21874]#[131:19214]#[197:12968]]);mutual_exclusions([]))
task(id(182);cost(53);duration(31);in([[131:19214]#[232:12826]]);out([[35:6131]#[136:25364]#[137:17704]#[337:29047]]);mutual_exclusions([]))
task(id(316);cost(34);duration(60);in([[13:23716]#[67:14643]#[150:4492]#[198:3934]#[285:6064]#[337:14523]#[385:16472]]);out([[9:29588]#[118:21310]#[157:17880]#[269:27381]#[320:17633]#[373:9630]]);mutual_exclusions([]))
