****Global Input****
(94:22158)
(147:43014)
(424:43176)
(513:56717)
(527:36407)
(591:43669)

****Global Output****
(52:7566)
(587:25770)

****Biased tasks****
task(id(12);cost(88);duration(41);in([[94:22158]#[147:43014]#[424:43176]#[513:56717]#[527:36407]#[591:43669]]);out([[295:8669]#[371:43136]#[448:17097]#[593:17751]#[660:7996]#[777:29499]]);mutual_exclusions([]))
task(id(94);cost(93);duration(40);in([[371:21568]]);out([[267:50001]#[337:59556]#[411:20465]#[622:17270]]);mutual_exclusions([]))
task(id(246);cost(76);duration(54);in([[337:29778]#[371:5392]]);out([[211:6136]#[298:14491]#[641:57425]#[770:54950]]);mutual_exclusions([]))
task(id(77);cost(18);duration(21);in([[298:453]]);out([[14:42568]#[529:50043]#[676:57238]#[708:14575]#[725:25801]]);mutual_exclusions([]))
task(id(226);cost(39);duration(44);in([[676:1789]#[770:54950]]);out([[18:33131]#[460:16728]#[490:21116]#[512:55397]#[542:10600]#[771:40492]]);mutual_exclusions([]))
task(id(195);cost(54);duration(54);in([[14:2660]#[18:4142]]);out([[59:8662]#[61:25770]#[493:21242]#[617:36755]#[752:34538]]);mutual_exclusions([]))
task(id(175);cost(90);duration(43);in([[61:1611]#[460:2091]#[641:1795]]);out([[402:7473]#[412:45664]#[464:7708]#[565:10696]#[630:16813]]);mutual_exclusions([]))
task(id(126);cost(34);duration(16);in([[565:5348]#[593:4438]]);out([[10:57679]#[172:41635]#[219:49073]#[224:27147]#[364:21988]]);mutual_exclusions([]))
task(id(254);cost(37);duration(25);in([[172:20818]#[676:28619]]);out([[99:14974]#[360:8417]#[510:17870]#[569:33334]#[635:21939]]);mutual_exclusions([]))
task(id(143);cost(54);duration(52);in([[172:10409]#[464:7708]#[510:2234]]);out([[134:32835]#[245:32649]#[304:25153]#[501:39404]#[589:59160]#[762:27107]]);mutual_exclusions([]))
task(id(104);cost(25);duration(12);in([[245:32649]#[298:1811]#[371:10784]#[676:7155]]);out([[194:49669]#[257:56380]#[261:37424]#[453:54009]#[547:14816]]);mutual_exclusions([]))
task(id(38);cost(26);duration(33);in([[194:3104]#[617:2297]]);out([[49:6385]#[122:33296]#[247:13199]#[573:30137]#[746:7721]]);mutual_exclusions([]))
task(id(197);cost(83);duration(34);in([[49:798]#[257:28190]#[411:1280]#[593:2219]]);out([[25:7574]#[110:30897]#[366:15753]#[386:8365]#[541:39212]]);mutual_exclusions([]))
task(id(257);cost(66);duration(58);in([[14:2661]#[25:947]#[194:6209]#[512:6925]#[641:898]]);out([[100:54155]#[102:35946]#[162:56571]#[182:23731]#[441:56359]#[740:7024]]);mutual_exclusions([]))
task(id(202);cost(67);duration(53);in([[162:28285]#[364:10994]#[402:467]#[573:30137]#[617:9189]]);out([[28:46321]#[92:41636]#[537:47464]#[749:54362]#[779:14400]]);mutual_exclusions([]))
task(id(122);cost(40);duration(23);in([[337:1862]#[402:1868]#[749:27181]]);out([[70:9295]#[264:8418]#[417:42904]#[457:37234]#[568:33569]#[724:52675]]);mutual_exclusions([]))
task(id(101);cost(94);duration(29);in([[70:4647]#[110:30897]#[182:5933]#[360:526]#[547:3704]#[708:911]]);out([[124:24073]#[145:20383]#[317:28610]#[483:29195]#[543:42749]#[713:30864]]);mutual_exclusions([]))
task(id(35);cost(45);duration(45);in([[10:7210]#[124:12037]#[337:14889]#[366:1969]#[412:11416]#[537:47464]#[740:7024]]);out([[8:59489]#[23:14902]#[308:28674]#[365:55153]#[562:21600]#[609:13771]]);mutual_exclusions([]))
task(id(218);cost(95);duration(60);in([[8:14873]#[172:5204]#[194:3104]#[295:2168]#[304:25153]#[411:10232]#[441:56359]#[641:14356]]);out([[26:32195]#[348:53635]#[439:8928]#[519:40416]#[552:57537]#[648:37547]]);mutual_exclusions([]))
task(id(200);cost(74);duration(36);in([[25:1894]#[257:3523]#[317:28610]#[417:42904]#[552:7193]#[609:13771]#[708:7288]]);out([[3:44957]#[35:45908]#[270:31014]#[470:29432]#[571:6712]#[698:51226]]);mutual_exclusions([]))
task(id(242);cost(67);duration(29);in([[26:8049]#[70:2324]#[122:4162]#[145:20383]#[402:467]#[512:27698]#[541:19606]#[562:21600]#[571:6712]#[762:13553]]);out([[323:23473]#[556:32728]#[558:13171]#[614:53425]#[639:24080]]);mutual_exclusions([]))
task(id(208);cost(95);duration(60);in([[28:5790]#[247:3300]#[257:3524]#[460:4182]#[558:3293]#[593:8875]]);out([[292:44577]#[318:26850]#[355:37461]#[540:40337]#[592:21298]]);mutual_exclusions([]))
task(id(86);cost(23);duration(48);in([[8:14872]#[298:453]#[355:9365]#[371:5392]#[412:1427]]);out([[220:12521]#[229:21441]#[500:11711]#[712:12453]]);mutual_exclusions([]))
