****Global Input****
(143:114214)
(277:111446)
(816:57460)
(1184:21579)
(1330:89219)
(1401:114623)

****Global Output****
(463:122387)
(566:69996)

****Biased tasks****
task(id(104);cost(96);duration(29);in([[277:111446]]);out([[456:39327]#[500:56271]]);mutual_exclusions([]))
task(id(51);cost(36);duration(17);in([[1401:7]]);out([[246:113636]#[1251:110238]]);mutual_exclusions([]))
task(id(82);cost(91);duration(49);in([[246:14204]#[456:10]]);out([[601:28461]#[846:96964]]);mutual_exclusions([]))
task(id(105);cost(53);duration(19);in([[246:14]#[846:190]#[1401:14328]]);out([[329:72167]#[457:73106]]);mutual_exclusions([]))
task(id(62);cost(71);duration(46);in([[457:72]]);out([[154:50309]#[325:96715]]);mutual_exclusions([]))
task(id(3);cost(94);duration(40);in([[154:12577]#[457:1]#[846:12120]]);out([[505:117776]#[1253:71347]#[1329:20493]]);mutual_exclusions([]))
task(id(12);cost(98);duration(12);in([[246:1]#[505:14722]#[846:95]#[1401:1]]);out([[790:90151]#[811:105693]#[1021:28818]#[1297:129894]]);mutual_exclusions([]))
task(id(83);cost(39);duration(39);in([[246:4]#[325:24]#[846:47]#[1297:8118]#[1329:40]]);out([[323:124294]#[789:127184]#[950:69239]]);mutual_exclusions([]))
task(id(114);cost(25);duration(58);in([[246:222]#[457:71]#[789:15898]#[1329:640]]);out([[586:83272]#[1271:25805]]);mutual_exclusions([]))
task(id(123);cost(90);duration(50);in([[323:31074]#[325:94]#[586:81]#[846:1515]#[1297:4]]);out([[614:107831]#[968:123720]]);mutual_exclusions([]))
task(id(81);cost(28);duration(40);in([[325:1]#[329:18041]#[950:4327]#[968:7733]#[1329:160]#[1401:28]]);out([[869:81080]#[1106:42514]#[1218:102202]#[1421:27375]]);mutual_exclusions([]))
task(id(29);cost(36);duration(25);in([[154:6289]#[246:2]#[500:28135]#[790:1]#[968:484]#[1218:25]]);out([[122:52740]#[378:44226]#[844:66269]#[1039:97158]]);mutual_exclusions([]))
task(id(55);cost(22);duration(28);in([[122:2]#[457:18]#[586:2602]#[816:898]#[846:12]#[950:2164]#[968:966]#[1297:32474]]);out([[75:69021]#[414:97652]#[1397:116837]#[1413:14361]]);mutual_exclusions([]))
task(id(33);cost(87);duration(59);in([[75:1]#[246:444]#[790:11269]#[816:224]#[846:12]#[869:40540]#[950:17]#[968:8]#[1039:3036]]);out([[451:69754]#[684:108671]#[837:79140]#[1268:96735]]);mutual_exclusions([]))
task(id(52);cost(27);duration(47);in([[456:9832]#[457:1]#[586:10]#[601:7115]#[789:1]#[837:2]]);out([[652:101800]#[867:58537]#[1315:65782]#[1422:13041]]);mutual_exclusions([]))
task(id(111);cost(38);duration(33);in([[75:135]#[122:3296]#[246:888]#[816:3591]#[950:2]#[968:15465]#[1315:16446]]);out([[573:121187]#[1168:52152]]);mutual_exclusions([]))
task(id(20);cost(53);duration(44);in([[122:412]#[246:4]#[505:1840]#[573:119]#[586:5]#[684:3]#[846:12120]#[867:229]#[1106:1329]]);out([[52:83305]#[334:103414]#[1331:53842]]);mutual_exclusions([]))
task(id(116);cost(62);duration(56);in([[75:2157]#[246:14205]#[334:404]#[457:2285]#[505:1]#[573:947]#[586:325]#[614:13478]#[652:25]#[844:33134]#[846:6]#[950:1]#[1106:5314]]);out([[707:88629]#[744:69367]#[1409:61894]]);mutual_exclusions([]))
task(id(17);cost(68);duration(59);in([[75:9]#[246:7102]#[325:378]#[329:9021]#[456:1]#[505:460]#[586:163]#[707:6]#[968:60]#[1106:665]#[1168:13038]#[1331:1682]]);out([[153:15388]#[424:62132]]);mutual_exclusions([]))
task(id(34);cost(89);duration(11);in([[329:18042]#[424:121]#[573:15]#[601:3558]#[707:86]#[789:497]#[837:309]#[867:14634]#[1106:5]#[1329:2562]#[1401:3582]]);out([[39:28072]#[1172:109403]]);mutual_exclusions([]))
task(id(45);cost(34);duration(46);in([[246:888]#[325:1]#[424:30]#[573:2]#[684:2]#[789:3975]#[790:5635]#[816:3591]#[846:47]#[968:967]#[1172:855]#[1218:1]#[1329:1281]#[1397:7302]#[1409:7737]]);out([[30:24196]#[348:21366]]);mutual_exclusions([]))
